"Individual","full_path","haplogroup"
"HG02131","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02133","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02134","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02136","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02137","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02138","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02139","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"HG02140","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02141","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02142","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02143","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02144","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02146","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02147","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG02150","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02151","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02152","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"HG02153","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02154","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG02155","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG02156","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02164","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02165","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02166","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02178","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02179","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02180","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02181","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02182","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02184","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02185","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02186","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02187","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02188","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02190","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D","D"
"HG02215","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02219","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02220","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG02221","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02223","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02224","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H -> H2 -> H2a","H2a"
"HG02230","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02231","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02232","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG02233","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02235","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG02236","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02238","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02239","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02250","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02252","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02253","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02255","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02256","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02259","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02260","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02262","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02265","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02266","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02271","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02272","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02274","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG02275","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02277","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02278","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02281","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02282","L1","L1"
"HG02283","L1","L1"
"HG02284","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02285","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4 -> D1","D1"
"HG02286","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02291","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02292","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02298","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02299","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02301","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02304","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02307","L1 -> L1b","L1b"
"HG02308","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02309","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02312","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02314","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02315","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02317","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02318","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02322","L1","L1"
"HG02323","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02325","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02330","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02332","L1","L1"
"HG02334","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG02337","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02339","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02343","L1 -> L1b","L1b"
"HG02345","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02348","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02351","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02353","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02355","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02356","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02360","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02363","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02364","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02367","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02371","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02372","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02373","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02374","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02375","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02377","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02379","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02380","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> C","C"
"HG02381","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02382","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02383","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG02384","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02385","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02386","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02387","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02388","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02389","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02390","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02391","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02392","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG02394","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02395","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02396","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02397","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG02398","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02399","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02401","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02402","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e","B4b'd'e"
"HG02406","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02407","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02408","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B5","B5"
"HG02409","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02410","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02419","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02420","L0","L0"
"HG02425","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> B4b'd'e -> B2","B2"
"HG02427","L1","L1"
"HG02429","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02433","L0","L0"
"HG02439","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02442","L1","L1"
"HG02445","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02449","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02450","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02455","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02461","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02462","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02464","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02465","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02470","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02471","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02476","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02477","L1 -> L1b","L1b"
"HG02479","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02481","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02484","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02485","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02489","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02490","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02491","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG02493","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02494","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02496","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG02497","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02501","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02502","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02505","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02508","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02511","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A -> A2","A2"
"HG02512","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02513","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02521","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG02522","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02536","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02537","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02541","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02545","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02546","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02549","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02554","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02555","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02557","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02558","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02561","L1 -> L1b","L1b"
"HG02562","L1 -> L1b","L1b"
"HG02568","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02570","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG02571","L1 -> L1b","L1b"
"HG02573","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02574","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02577","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02580","L1 -> L1b","L1b"
"HG02582","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02583","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02585","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02586","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02588","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02589","L1 -> L1b","L1b"
"HG02594","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02595","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02597","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02600","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02601","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02603","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02604","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG02610","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02611","L1","L1"
"HG02613","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02614","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02620","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02621","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02623","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02624","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02628","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02629","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02634","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02635","L1 -> L1b","L1b"
"HG02642","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02643","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02645","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02646","L1 -> L1b","L1b"
"HG02648","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02649","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG02651","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG02652","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG02654","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02655","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02657","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02658","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02660","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02661","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG02666","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02667","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02675","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02676","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02678","L1 -> L1b","L1b"
"HG02679","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02681","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02682","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02684","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02685","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02687","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG02688","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02690","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02691","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02694","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02696","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02697","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02699","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02700","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02702","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02703","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02715","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02716","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02721","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02722","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02724","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02725","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02727","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02728","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02731","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02733","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> X -> X2","X2"
"HG02734","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG02736","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02737","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02756","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02757","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02759","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02760","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02763","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02768","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02769","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02771","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02772","L1 -> L1b","L1b"
"HG02774","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02775","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02778","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02780","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02783","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02784","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02786","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02787","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02789","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02790","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG02792","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02793","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG02798","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02799","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02804","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02805","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02807","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02808","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02810","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02811","L1 -> L1b","L1b"
"HG02813","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02814","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02816","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02817","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02819","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02820","L1 -> L1b","L1b"
"HG02836","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02837","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02839","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02840","L1 -> L1b","L1b"
"HG02851","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
